M,type,N1,N2,N3,N4
1,QUAD,39,76,226,43.0
2,QUAD,171,26,13472,13478.0
3,QUAD,265,251,5,8.0
4,TRIA,7,17,11,
5,QUAD,202,158,5,251.0
6,QUAD,253,10816,280,90.0
7,QUAD,220,285,286,13386.0
8,TRIA,244,10816,35,
9,QUAD,13387,58,9,13389.0
10,QUAD,13706,28,30,13711.0
11,QUAD,92,123,115,109.0
12,QUAD,304,111,134,305.0
13,QUAD,1321,271,285,220.0
14,QUAD,13422,165,45,175.0
15,QUAD,22,257,19,13719.0
16,TRIA,13437,1,25,
17,QUAD,268,15,23,19.0
18,QUAD,17,266,2,16.0
19,QUAD,13715,13458,257,255.0
20,QUAD,13419,144,3,42.0
21,QUAD,168,263,149,195.0
22,TRIA,13471,6,128,
23,QUAD,230,130,23,33.0
24,TRIA,195,169,183,
26,QUAD,250,31,14,139.0
27,QUAD,207,44,151,208.0
28,QUAD,20,236,235,74.0
29,QUAD,199,54,52,59.0
30,TRIA,52,48,178,
31,QUAD,79,27,240,239.0
32,QUAD,59,68,65,174.0
33,QUAD,61,96,232,13409.0
34,QUAD,14,138,133,139.0
35,TRIA,141,70,24,
36,QUAD,245,1325,58,206.0
37,QUAD,81,206,58,13387.0
38,QUAD,70,14,31,24.0
39,QUAD,271,1321,241,264.0
40,QUAD,6,13471,50,12999.0
41,QUAD,136,13470,50,176.0
42,QUAD,50,13471,177,176.0
43,QUAD,13470,29,12999,50.0
44,QUAD,65,13531,13,174.0
45,TRIA,13531,13457,47,
46,QUAD,52,178,68,59.0
47,QUAD,255,103,98,18.0
48,QUAD,13531,13474,13411,13457.0
49,QUAD,169,195,149,104.0
50,QUAD,45,132,112,175.0
51,QUAD,150,208,151,13417.0
52,QUAD,13698,80,77,13399.0
53,QUAD,13409,39,43,61.0
54,QUAD,207,74,235,234.0
55,QUAD,13531,63,55,13.0
56,QUAD,63,67,57,55.0
57,TRIA,13,96,61,
58,TRIA,268,41,15,
59,QUAD,102,70,141,135.0
60,TRIA,13531,65,13474,
61,QUAD,67,20,74,57.0
62,QUAD,174,13,61,43.0
63,QUAD,13474,69,63,13531.0
64,QUAD,52,54,4108,48.0
65,QUAD,69,73,67,63.0
66,QUAD,13541,64,75,4108.0
67,QUAD,13693,82,80,13698.0
68,QUAD,20,67,73,79.0
69,QUAD,200,194,13439,13438.0
70,QUAD,48,4108,75,83.0
71,QUAD,93,13424,13467,13540.0
72,QUAD,71,85,73,69.0
73,TRIA,87,13476,13460,
74,QUAD,298,13540,13467,89.0
75,QUAD,228,246,170,248.0
76,QUAD,254,3,139,133.0
77,QUAD,83,66,178,48.0
78,QUAD,27,79,73,85.0
79,QUAD,89,99,299,298.0
80,QUAD,214,13476,87,213.0
81,QUAD,101,180,179,95.0
82,QUAD,92,109,190,191.0
83,QUAD,36,238,89,13467.0
84,QUAD,13467,13424,231,36.0
85,QUAD,106,193,88,126.0
86,QUAD,27,181,242,240.0
87,QUAD,99,62,300,299.0
88,QUAD,97,181,180,101.0
89,QUAD,238,113,99,89.0
90,QUAD,109,302,301,190.0
91,QUAD,13515,148,132,45.0
92,QUAD,302,109,115,303.0
93,QUAD,307,306,107,270.0
94,QUAD,111,127,118,134.0
95,QUAD,154,36,231,13421.0
96,QUAD,237,191,190,62.0
97,QUAD,111,304,303,115.0
98,QUAD,53,263,168,13468.0
99,TRIA,32,13464,4,
